,MSA,Annualized Growth Rate TP,Annualized GDP,Unnamed: 3,Unnamed: 4,Unnamed: 5,GeoName.1,Annualized Growth Rate TP.1,Annualized GDP.1,Unnamed: 9,Unnamed: 10,GeoName.2,Annualized Growth Rate TP.2,Annualized Growth Rate GDP,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
128,"Gadsden, AL (Metropolitan Statistical Area)",-0.00027192753520888235,0.004345281348850483,,,,,,,,,"Gadsden, AL (Metropolitan Statistical Area)",-0.00027192753520888235,0.004618464771801278,,,,
129,"Gainesville, FL (Metropolitan Statistical Area)",0.011444117923830044,0.01838646728627169,,,,,,,,,"Gainesville, FL (Metropolitan Statistical Area)",0.011444117923830044,0.006863799234595236,,,,
130,"Gainesville, GA (Metropolitan Statistical Area)",0.01926440326193668,0.02023013336263224,,,,,,,,,"Gainesville, GA (Metropolitan Statistical Area)",0.01926440326193668,0.0009474775118261114,,,,
131,"Gettysburg, PA (Metropolitan Statistical Area)",0.006177852136748596,0.017632379432520162,,,,,,,,,"Gettysburg, PA (Metropolitan Statistical Area)",0.006177852136748596,0.011384197407492413,,,,
132,"Glens Falls, NY (Metropolitan Statistical Area)",0.0004301948664739985,0.016014507891478402,,,,,,,,,"Glens Falls, NY (Metropolitan Statistical Area)",0.0004301948664739985,0.015577611616455211,,,,
133,"Goldsboro, NC (Metropolitan Statistical Area)",0.004633008304170572,0.0049707119253161736,,,,,,,,,"Goldsboro, NC (Metropolitan Statistical Area)",0.004633008304170572,0.0003361462527651238,,,,
134,"Grand Forks, ND-MN (Metropolitan Statistical Area)",0.0033390442995919756,0.022643398676201576,,,,,,,,,"Grand Forks, ND-MN (Metropolitan Statistical Area)",0.0033390442995919756,0.019240110794338072,,,,
135,"Grand Island, NE (Metropolitan Statistical Area)",0.006413503529925091,0.02254327292553726,,,,,,,,,"Grand Island, NE (Metropolitan Statistical Area)",0.006413503529925091,0.01602698030087857,,,,
136,"Grand Junction, CO (Metropolitan Statistical Area)",0.014725428164090726,0.021949254170640753,,,,,,,,,"Grand Junction, CO (Metropolitan Statistical Area)",0.014725428164090726,0.0071189957460904285,,,,
137,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",0.007216355763096649,0.015041419064796058,,,,,,,,,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",0.007216355763096649,0.007768999437832713,,,,
138,"Grants Pass, OR (Metropolitan Statistical Area)",0.007898802530174276,0.023390418921084954,,,,,,,,,"Grants Pass, OR (Metropolitan Statistical Area)",0.007898802530174276,0.01537021013619766,,,,
139,"Great Falls, MT (Metropolitan Statistical Area)",0.0011560904347183154,0.018115691141548318,,,,,,,,,"Great Falls, MT (Metropolitan Statistical Area)",0.0011560904347183154,0.01694001651577204,,,,
140,"Greeley, CO (Metropolitan Statistical Area) *",0.029303204353869683,0.061221533133430706,,,,,,,,,"Greeley, CO (Metropolitan Statistical Area) *",0.029303204353869683,0.03100964676350837,,,,
141,"Green Bay, WI (Metropolitan Statistical Area)",0.006968151862773775,0.016961416290352194,,,,,,,,,"Green Bay, WI (Metropolitan Statistical Area)",0.006968151862773775,0.009924111710079453,,,,
142,"Greensboro-High Point, NC (Metropolitan Statistical Area)",0.009588794862154915,0.0056850186436210315,,,,,,,,,"Greensboro-High Point, NC (Metropolitan Statistical Area)",0.009588794862154915,-0.003866699232796922,,,,
143,"Greenville, NC (Metropolitan Statistical Area)",0.01633105917084854,0.020180353861621203,,,,,,,,,"Greenville, NC (Metropolitan Statistical Area)",0.01633105917084854,0.0037874417553598327,,,,
144,"Greenville-Anderson, SC (Metropolitan Statistical Area)",0.012367088123385717,0.0161762423273486,,,,,,,,,"Greenville-Anderson, SC (Metropolitan Statistical Area)",0.012367088123385717,0.0037626215319028766,,,,
145,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",0.004979713289688048,0.010436757033008615,,,,,,,,,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",0.004979713289688048,0.005430003880832146,,,,
146,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",0.013704190366724989,0.018827250128105488,,,,,,,,,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",0.013704190366724989,0.0050538015035008765,,,,
147,"Hammond, LA (Metropolitan Statistical Area)",0.016282301789606324,0.027584705028437684,,,,,,,,,"Hammond, LA (Metropolitan Statistical Area)",0.016282301789606324,0.011121322509433096,,,,
148,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",0.0076909987347248965,0.01526732025375055,,,,,,,,,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",0.0076909987347248965,0.0075184967698815885,,,,
149,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",0.006884907894841197,0.016195475240233792,,,,,,,,,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",0.006884907894841197,0.00924690326807931,,,,
150,"Harrisonburg, VA (Metropolitan Statistical Area) *",0.012070293812841859,0.009991437170029815,,,,,,,,,"Harrisonburg, VA (Metropolitan Statistical Area) *",0.012070293812841859,-0.0020540634929420154,,,,
151,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",0.0023805075875007464,0.010432917916465279,,,,,,,,,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",0.0023805075875007464,0.008033287028241354,,,,
152,"Hattiesburg, MS (Metropolitan Statistical Area)",0.00902455724692075,0.017614689853607146,,,,,,,,,"Hattiesburg, MS (Metropolitan Statistical Area)",0.00902455724692075,0.008513303809100758,,,,
153,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",0.003537199567956062,0.0027738329830704345,,,,,,,,,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",0.003537199567956062,-0.000760675922341858,,,,
154,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",0.023538839135180067,0.012967826124169468,,,,,,,,,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",0.023538839135180067,-0.010327906090933037,,,,
155,"Hinesville, GA (Metropolitan Statistical Area)",0.006632281106330629,0.01933822381705208,,,,,,,,,"Hinesville, GA (Metropolitan Statistical Area)",0.006632281106330629,0.01262222854283701,,,,
156,"Homosassa Springs, FL (Metropolitan Statistical Area)",0.011793418511591991,0.0020199446359396855,,,,,,,,,"Homosassa Springs, FL (Metropolitan Statistical Area)",0.011793418511591991,-0.00965955470438784,,,,
157,"Hot Springs, AR (Metropolitan Statistical Area)",0.0063541224077328096,0.011773613819274109,,,,,,,,,"Hot Springs, AR (Metropolitan Statistical Area)",0.0063541224077328096,0.005385272729419466,,,,
158,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",0.004016323170517699,-0.0047093698849353105,,,,,,,,,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",0.004016323170517699,-0.008690788042069686,,,,
159,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",0.022196633609689043,0.024035028319066898,,,,,,,,,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",0.022196633609689043,0.001798474627025648,,,,
160,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",-0.0010645847771912909,0.011960660966185754,,,,,,,,,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",-0.0010645847771912909,0.013039126999488726,,,,
161,"Huntsville, AL (Metropolitan Statistical Area)",0.01681991240580727,0.03001439419148344,,,,,,,,,"Huntsville, AL (Metropolitan Statistical Area)",0.01681991240580727,0.012976222853914976,,,,
162,"Idaho Falls, ID (Metropolitan Statistical Area)",0.02014669608823172,0.025867266079969253,,,,,,,,,"Idaho Falls, ID (Metropolitan Statistical Area)",0.02014669608823172,0.005607595470017435,,,,
163,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",0.011484935063776458,0.015776714191717556,,,,,,,,,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",0.011484935063776458,0.004243047997220639,,,,
164,"Iowa City, IA (Metropolitan Statistical Area)",0.015007087727518797,0.023449302703882458,,,,,,,,,"Iowa City, IA (Metropolitan Statistical Area)",0.015007087727518797,0.008317395098456748,,,,
165,"Ithaca, NY (Metropolitan Statistical Area)",0.00313996299765007,0.012390646143130013,,,,,,,,,"Ithaca, NY (Metropolitan Statistical Area)",0.00313996299765007,0.009221727263099444,,,,
166,"Jackson, MI (Metropolitan Statistical Area)",-0.00035037533118875697,0.0085840946247151,,,,,,,,,"Jackson, MI (Metropolitan Statistical Area)",-0.00035037533118875697,0.008937601470979217,,,,
167,"Jackson, MS (Metropolitan Statistical Area)",0.004979435546981659,0.01113348938450276,,,,,,,,,"Jackson, MS (Metropolitan Statistical Area)",0.004979435546981659,0.006123561955445833,,,,
168,"Jackson, TN (Metropolitan Statistical Area)",0.0023228638385832667,0.010318255055946857,,,,,,,,,"Jackson, TN (Metropolitan Statistical Area)",0.0023228638385832667,0.007976862052955447,,,,
169,"Jacksonville, FL (Metropolitan Statistical Area)",0.017219218268253123,0.019197062438437218,,,,,,,,,"Jacksonville, FL (Metropolitan Statistical Area)",0.017219218268253123,0.0019443637464411356,,,,
170,"Jacksonville, NC (Metropolitan Statistical Area)",0.01594548023604303,0.0258173490357676,,,,,,,,,"Jacksonville, NC (Metropolitan Statistical Area)",0.01594548023604303,0.009716927720797575,,,,
171,"Janesville-Beloit, WI (Metropolitan Statistical Area)",0.003710795589554561,0.0163100195580288,,,,,,,,,"Janesville-Beloit, WI (Metropolitan Statistical Area)",0.003710795589554561,0.012552643673692687,,,,
172,"Jefferson City, MO (Metropolitan Statistical Area)",0.004245549912911928,0.00785035279308488,,,,,,,,,"Jefferson City, MO (Metropolitan Statistical Area)",0.004245549912911928,0.003589563210397717,,,,
173,"Johnson City, TN (Metropolitan Statistical Area)",0.0063013677556647,0.017840317262700633,,,,,,,,,"Johnson City, TN (Metropolitan Statistical Area)",0.0063013677556647,0.011466693653384485,,,,
174,"Johnstown, PA (Metropolitan Statistical Area)",-0.007960863509306138,0.0007195014322320947,,,,,,,,,"Johnstown, PA (Metropolitan Statistical Area)",-0.007960863509306138,0.008750022677779468,,,,
175,"Jonesboro, AR (Metropolitan Statistical Area)",0.011688476119491753,0.018448957772938313,,,,,,,,,"Jonesboro, AR (Metropolitan Statistical Area)",0.011688476119491753,0.0066823748743065625,,,,
176,"Joplin, MO (Metropolitan Statistical Area)",0.007122951509246578,0.009490205830736675,,,,,,,,,"Joplin, MO (Metropolitan Statistical Area)",0.007122951509246578,0.002350511740341732,,,,
177,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",0.013843154189341567,0.03384464205824722,,,,,,,,,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",0.013843154189341567,0.019728384796264375,,,,
178,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",0.0057971469400592834,0.008899468105093344,,,,,,,,,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",0.0057971469400592834,0.0030844402118979097,,,,
179,"Kankakee, IL (Metropolitan Statistical Area)",0.0030403271991665815,0.012385048101492213,,,,,,,,,"Kankakee, IL (Metropolitan Statistical Area)",0.0030403271991665815,0.009316396010137895,,,,
180,"Kansas City, MO-KS (Metropolitan Statistical Area)",0.009104534251697327,0.015860773435056652,,,,,,,,,"Kansas City, MO-KS (Metropolitan Statistical Area)",0.009104534251697327,0.006695281761239347,,,,
181,"Kennewick-Richland, WA (Metropolitan Statistical Area)",0.024462696423000363,0.026175881896528752,,,,,,,,,"Kennewick-Richland, WA (Metropolitan Statistical Area)",0.024462696423000363,0.0016722770672958909,,,,
182,"Killeen-Temple, TX (Metropolitan Statistical Area)",0.01748307476159794,0.02466289699613866,,,,,,,,,"Killeen-Temple, TX (Metropolitan Statistical Area)",0.01748307476159794,0.007056453726488776,,,,
183,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",0.0015500546818449923,0.008270613268678284,,,,,,,,,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",0.0015500546818449923,0.006710157475821932,,,,
184,"Kingston, NY (Metropolitan Statistical Area)",5.23930820293117e-05,0.01333167232992083,,,,,,,,,"Kingston, NY (Metropolitan Statistical Area)",5.23930820293117e-05,0.013278583541974642,,,,
185,"Knoxville, TN (Metropolitan Statistical Area)",0.009233001039046673,0.019363557101487627,,,,,,,,,"Knoxville, TN (Metropolitan Statistical Area)",0.009233001039046673,0.01003787633976616,,,,
186,"Kokomo, IN (Metropolitan Statistical Area)",-0.0017870697776981581,0.02760829505617779,,,,,,,,,"Kokomo, IN (Metropolitan Statistical Area)",-0.0017870697776981581,0.02944799044761881,,,,
187,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",0.004096015364443817,0.01766121560200462,,,,,,,,,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",0.004096015364443817,0.013509863628566654,,,,
188,"Lafayette, LA (Metropolitan Statistical Area)",0.00808594118559558,0.004008111098534162,,,,,,,,,"Lafayette, LA (Metropolitan Statistical Area)",0.00808594118559558,-0.004045121472744051,,,,
189,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",0.011557955605228987,0.018823886627753694,,,,,,,,,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",0.011557955605228987,0.007182911253144519,,,,
190,"Lake Charles, LA (Metropolitan Statistical Area)",0.004948237795638244,0.005849078062417412,,,,,,,,,"Lake Charles, LA (Metropolitan Statistical Area)",0.004948237795638244,0.0008964046434423167,,,,
191,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",0.015880090524630353,0.01743311824871041,,,,,,,,,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",0.015880090524630353,0.0015287510195007847,,,,
192,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",0.021529425808224145,0.01608420572592051,,,,,,,,,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",0.021529425808224145,-0.005330458374212199,,,,
193,"Lancaster, PA (Metropolitan Statistical Area)",0.00790184712210773,0.012525903198876032,,,,,,,,,"Lancaster, PA (Metropolitan Statistical Area)",0.00790184712210773,0.004587803951318747,,,,
194,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",0.0028542581897068597,0.0028421503877569254,,,,,,,,,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",0.0028542581897068597,-1.2073341516094516e-05,,,,
195,"Laredo, TX (Metropolitan Statistical Area)",0.01900323924541847,0.027242688986763186,,,,,,,,,"Laredo, TX (Metropolitan Statistical Area)",0.01900323924541847,0.008085793473479264,,,,
196,"Las Cruces, NM (Metropolitan Statistical Area)",0.012370107062458224,0.018488726128228494,,,,,,,,,"Las Cruces, NM (Metropolitan Statistical Area)",0.012370107062458224,0.006043855920957686,,,,
197,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",0.025252459705152663,0.02313729648018059,,,,,,,,,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",0.025252459705152663,-0.002063065740491199,,,,
198,"Lawrence, KS (Metropolitan Statistical Area)",0.010740031091298397,0.011207807227097133,,,,,,,,,"Lawrence, KS (Metropolitan Statistical Area)",0.010740031091298397,0.00046280558937961125,,,,
199,"Lawton, OK (Metropolitan Statistical Area)",0.0029888949052125913,0.012782961278102523,,,,,,,,,"Lawton, OK (Metropolitan Statistical Area)",0.0029888949052125913,0.009764880172292933,,,,
200,"Lebanon, PA (Metropolitan Statistical Area)",0.00919341732964929,0.023588055208790593,,,,,,,,,"Lebanon, PA (Metropolitan Statistical Area)",0.00919341732964929,0.014263507502089823,,,,
201,"Lewiston, ID-WA (Metropolitan Statistical Area)",0.005460443807139059,0.013231675170814361,,,,,,,,,"Lewiston, ID-WA (Metropolitan Statistical Area)",0.005460443807139059,0.007729027443635461,,,,
202,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",0.0018998494748700967,0.012015602583575369,,,,,,,,,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",0.0018998494748700967,0.010096571143320743,,,,
203,"Lexington-Fayette, KY (Metropolitan Statistical Area)",0.013045262765978727,0.018082607951914964,,,,,,,,,"Lexington-Fayette, KY (Metropolitan Statistical Area)",0.013045262765978727,0.004972477905066608,,,,
204,"Lima, OH (Metropolitan Statistical Area)",-0.003259989522032436,0.0173389264027779,,,,,,,,,"Lima, OH (Metropolitan Statistical Area)",-0.003259989522032436,0.020666287806518913,,,,
205,"Lincoln, NE (Metropolitan Statistical Area)",0.01242436813747605,0.01609696861161458,,,,,,,,,"Lincoln, NE (Metropolitan Statistical Area)",0.01242436813747605,0.003627530697325021,,,,
206,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",0.010730614238431802,0.015876320383035214,,,,,,,,,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",0.010730614238431802,0.0050910757744095925,,,,
207,"Logan, UT-ID (Metropolitan Statistical Area)",0.01780871703091247,0.034155643042646844,,,,,,,,,"Logan, UT-ID (Metropolitan Statistical Area)",0.01780871703091247,0.016060901953581785,,,,
208,"Longview, TX (Metropolitan Statistical Area)",0.006193645246093338,0.01690568519909763,,,,,,,,,"Longview, TX (Metropolitan Statistical Area)",0.006193645246093338,0.010646101775354078,,,,
209,"Longview, WA (Metropolitan Statistical Area)",0.008987960673716433,0.01850489757938667,,,,,,,,,"Longview, WA (Metropolitan Statistical Area)",0.008987960673716433,0.009432161013413376,,,,
210,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",0.0035637573622857577,0.022844708341809516,,,,,,,,,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",0.0035637573622857577,0.019212482354086458,,,,
211,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",0.008228062486598242,0.013332030581423515,,,,,,,,,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",0.008228062486598242,0.005062315050264887,,,,
212,"Lubbock, TX (Metropolitan Statistical Area)",0.012111875035218489,0.021260979129280377,,,,,,,,,"Lubbock, TX (Metropolitan Statistical Area)",0.012111875035218489,0.009039617378013176,,,,
213,"Lynchburg, VA (Metropolitan Statistical Area) *",0.008126765827439764,0.01003121642457816,,,,,,,,,"Lynchburg, VA (Metropolitan Statistical Area) *",0.008126765827439764,0.0018890983373260894,,,,
214,"Macon-Bibb County, GA (Metropolitan Statistical Area)",0.0017869488990689408,0.0012266314729740824,,,,,,,,,"Macon-Bibb County, GA (Metropolitan Statistical Area)",0.0017869488990689408,-0.000559317953493621,,,,
215,"Madera, CA (Metropolitan Statistical Area)",0.01347622951358618,0.04716290459701522,,,,,,,,,"Madera, CA (Metropolitan Statistical Area)",0.01347622951358618,0.03323874216526712,,,,
216,"Madison, WI (Metropolitan Statistical Area)",0.011388468095743676,0.026105268617698574,,,,,,,,,"Madison, WI (Metropolitan Statistical Area)",0.011388468095743676,0.014551085943923958,,,,
217,"Manchester-Nashua, NH (Metropolitan Statistical Area)",0.004089494267127458,0.02222969949310527,,,,,,,,,"Manchester-Nashua, NH (Metropolitan Statistical Area)",0.004089494267127458,0.018066323101227244,,,,
218,"Manhattan, KS (Metropolitan Statistical Area)",0.010573439715604538,0.01677414423375212,,,,,,,,,"Manhattan, KS (Metropolitan Statistical Area)",0.010573439715604538,0.006135827713711128,,,,
219,"Mankato, MN (Metropolitan Statistical Area)",0.009123232290577654,0.023979000048778953,,,,,,,,,"Mankato, MN (Metropolitan Statistical Area)",0.009123232290577654,0.014721460454815594,,,,
220,"Mansfield, OH (Metropolitan Statistical Area)",-0.003340393278053244,-0.0006845827156662931,,,,,,,,,"Mansfield, OH (Metropolitan Statistical Area)",-0.003340393278053244,0.0026647117475966375,,,,
221,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",0.022819913635443,0.023454765403380984,,,,,,,,,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",0.022819913635443,0.0006206877275996003,,,,
222,"Medford, OR (Metropolitan Statistical Area)",0.010502125735020185,0.018638869531185653,,,,,,,,,"Medford, OR (Metropolitan Statistical Area)",0.010502125735020185,0.008052178801946752,,,,
223,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",0.005801689717595204,0.005122970375633695,,,,,,,,,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",0.005801689717595204,-0.0006748043365805145,,,,
224,"Merced, CA (Metropolitan Statistical Area)",0.013483325999061213,0.02788055154998803,,,,,,,,,"Merced, CA (Metropolitan Statistical Area)",0.013483325999061213,0.01420568566013114,,,,
225,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",0.011417677190072473,0.019319427539537637,,,,,,,,,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",0.011417677190072473,0.007812549184841089,,,,
226,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",-3.741816906077666e-05,0.0012824084250089296,,,,,,,,,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",-3.741816906077666e-05,0.0013198759814123662,,,,
227,"Midland, MI (Metropolitan Statistical Area)",-0.0002588419347272497,0.00442029184799142,,,,,,,,,"Midland, MI (Metropolitan Statistical Area)",-0.0002588419347272497,0.004680345252338958,,,,
228,"Midland, TX (Metropolitan Statistical Area)",0.023138210370723833,0.10305383614609309,,,,,,,,,"Midland, TX (Metropolitan Statistical Area)",0.023138210370723833,0.07810833860501876,,,,
229,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",0.0026311169035944104,0.009924750186944165,,,,,,,,,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",0.0026311169035944104,0.007274493241217872,,,,
230,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",0.009621009062684482,0.01777863859315243,,,,,,,,,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",0.009621009062684482,0.008079892808531719,,,,
231,"Missoula, MT (Metropolitan Statistical Area)",0.011725871616146133,0.019551122339600324,,,,,,,,,"Missoula, MT (Metropolitan Statistical Area)",0.011725871616146133,0.007734556309165086,,,,
232,"Mobile, AL (Metropolitan Statistical Area)",0.0016760716298600542,0.01144600869964374,,,,,,,,,"Mobile, AL (Metropolitan Statistical Area)",0.0016760716298600542,0.009753589355375736,,,,
233,"Modesto, CA (Metropolitan Statistical Area)",0.010062794257154284,0.023328370518098884,,,,,,,,,"Modesto, CA (Metropolitan Statistical Area)",0.010062794257154284,0.013133417383917045,,,,
234,"Monroe, LA (Metropolitan Statistical Area)",0.0005925383112219684,0.015507775633652354,,,,,,,,,"Monroe, LA (Metropolitan Statistical Area)",0.0005925383112219684,0.014906404706559018,,,,
235,"Monroe, MI (Metropolitan Statistical Area)",0.0011193259476496298,0.00386781418326243,,,,,,,,,"Monroe, MI (Metropolitan Statistical Area)",0.0011193259476496298,0.0027454152211185967,,,,
236,"Montgomery, AL (Metropolitan Statistical Area)",0.004001975364809951,0.010827162716971817,,,,,,,,,"Montgomery, AL (Metropolitan Statistical Area)",0.004001975364809951,0.00679798199568471,,,,
237,"Morgantown, WV (Metropolitan Statistical Area)",0.012917637197199516,0.023663330358222323,,,,,,,,,"Morgantown, WV (Metropolitan Statistical Area)",0.012917637197199516,0.010608654412175733,,,,
238,"Morristown, TN (Metropolitan Statistical Area)",0.007634927099416489,0.014414600215359341,,,,,,,,,"Morristown, TN (Metropolitan Statistical Area)",0.007634927099416489,0.006728303012936365,,,,
239,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",0.012079788225969335,0.02194848305760111,,,,,,,,,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",0.012079788225969335,0.009750905952711664,,,,
240,"Muncie, IN (Metropolitan Statistical Area)",-0.0027540312858086446,-0.0006224162697709978,,,,,,,,,"Muncie, IN (Metropolitan Statistical Area)",-0.0027540312858086446,0.0021375017627658366,,,,
241,"Muskegon, MI (Metropolitan Statistical Area)",0.0008650523655573394,0.007369946013668249,,,,,,,,,"Muskegon, MI (Metropolitan Statistical Area)",0.0008650523655573394,0.006499271437979237,,,,
242,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",0.03276450593712643,0.017963634706028353,,,,,,,,,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",0.03276450593712643,-0.014331312846259991,,,,
243,"Napa, CA (Metropolitan Statistical Area)",0.005587106122700636,0.019213565399655463,,,,,,,,,"Napa, CA (Metropolitan Statistical Area)",0.005587106122700636,0.013550749799781103,,,,
244,"Naples-Marco Island, FL (Metropolitan Statistical Area)",0.021361823681242065,0.016681718465356044,,,,,,,,,"Naples-Marco Island, FL (Metropolitan Statistical Area)",0.021361823681242065,-0.004582220626788036,,,,
245,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",0.01889635757821506,0.033520576807041014,,,,,,,,,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",0.01889635757821506,0.014352999812057288,,,,
246,"New Bern, NC (Metropolitan Statistical Area)",0.004311312206449092,0.007434653228160393,,,,,,,,,"New Bern, NC (Metropolitan Statistical Area)",0.004311312206449092,0.0031099331290507237,,,,
247,"New Haven-Milford, CT (Metropolitan Statistical Area)",0.001936344292221337,0.00828868369938518,,,,,,,,,"New Haven-Milford, CT (Metropolitan Statistical Area)",0.001936344292221337,0.006340062862627338,,,,
248,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",-0.0033304416019450667,0.0007512477481512736,,,,,,,,,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",-0.0033304416019450667,0.004095328602848891,,,,
249,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",0.0025791107570074523,0.014038321853967473,,,,,,,,,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",0.0025791107570074523,0.011429732550788607,,,,
250,"Niles, MI (Metropolitan Statistical Area)",-0.002613429405106893,0.006143968347202655,,,,,,,,,"Niles, MI (Metropolitan Statistical Area)",-0.002613429405106893,0.008780344562977271,,,,
251,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",0.018064794965049646,0.021155234322664862,,,,,,,,,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",0.018064794965049646,0.0030356018329080747,,,,
252,"Norwich-New London, CT (Metropolitan Statistical Area)",0.0012008877462228451,0.009161602846258221,,,,,,,,,"Norwich-New London, CT (Metropolitan Statistical Area)",0.0012008877462228451,0.007951166641447571,,,,
253,"Ocala, FL (Metropolitan Statistical Area)",0.018282679337512375,0.020990861157602403,,,,,,,,,"Ocala, FL (Metropolitan Statistical Area)",0.018282679337512375,0.002659557974463267,,,,
254,"Ocean City, NJ (Metropolitan Statistical Area)",-0.005709590634769501,0.005864688650647931,,,,,,,,,"Ocean City, NJ (Metropolitan Statistical Area)",-0.005709590634769501,0.011640743163565892,,,,
255,"Odessa, TX (Metropolitan Statistical Area)",0.017457013400107302,0.0498862267378013,,,,,,,,,"Odessa, TX (Metropolitan Statistical Area)",0.017457013400107302,0.03187280927901148,,,,
256,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",0.01836227671395463,0.02702023583251001,,,,,,,,,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",0.01836227671395463,0.008501845872072922,,,,
257,"Oklahoma City, OK (Metropolitan Statistical Area)",0.01365696058339072,0.03428666905772393,,,,,,,,,"Oklahoma City, OK (Metropolitan Statistical Area)",0.01365696058339072,0.020351765218935558,,,,
258,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",0.01773697146542852,0.022799866063285545,,,,,,,,,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",0.01773697146542852,0.004974659209409316,,,,
