,County,AGR 01 to 10 Pop,AGR 10 to 18 Pop,GeoName,AGR 01 to 10 GDP,AGR 10 to 18 GDP,Unnamed: 6,Unnamed: 7,AGR 01 to 10 Pop.1,AGR 01 to 10 GDP.1,Unnamed: 10,Unnamed: 11,AGR 10 to 18 Pop.1,AGR 10 to 18 GDP.1,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Annualized Population Growth,Annualized GDP Per Capita Growth
100,"Cumberland, NJ",0.007546977512475683,-0.004647203971496094,"Cumberland, NJ",0.003867299141743441,0.006701008564254707,,"Cumberland, NJ",0.007546977512475683,0.003867299141743441,,"Cumberland, NJ",-0.004647203971496094,0.006701008564254707,,,,,,,,,,,,,,
101,"Cumberland, PA",0.010316616096342157,0.007996844700418837,"Cumberland, PA",0.00023543886445720474,0.00891847580542926,,"Cumberland, PA",0.010316616096342157,0.00023543886445720474,,"Cumberland, PA",0.007996844700418837,0.00891847580542926,,,,,,,,,,,,,,
102,"Cuyahoga, OH",-0.008688308854003624,-0.0033885501818671226,"Cuyahoga, OH",0.007048080332988871,0.019173888697802566,,"Cuyahoga, OH",-0.008688308854003624,0.007048080332988871,,"Cuyahoga, OH",-0.0033885501818671226,0.019173888697802566,,,,,,,,,,,,,,
103,"Dakota, MN",0.010433802156815775,0.00798249074948254,"Dakota, MN",0.011833496126939291,0.027081087940816095,,"Dakota, MN",0.010433802156815775,0.011833496126939291,,"Dakota, MN",0.00798249074948254,0.027081087940816095,,,,,,,,,,,,,,
104,"Dallas, TX",0.005928595401605952,0.013346187227154305,"Dallas, TX",0.00294943067344855,0.021581112337919484,,"Dallas, TX",0.005928595401605952,0.00294943067344855,,"Dallas, TX",0.013346187227154305,0.021581112337919484,,,,,,,,,,,,,,
105,"Dane, WI",0.01319876155501265,0.012979253566828497,"Dane, WI",0.007216946751619879,0.021772586099073177,,"Dane, WI",0.01319876155501265,0.007216946751619879,,"Dane, WI",0.012979253566828497,0.021772586099073177,,,,,,,,,,,,,,
106,"Dauphin, PA",0.006754950507883883,0.004053974488053225,"Dauphin, PA",0.011340158928770272,0.014096820298885149,,"Dauphin, PA",0.006754950507883883,0.011340158928770272,,"Dauphin, PA",0.004053974488053225,0.014096820298885149,,,,,,,,,,,,,,
107,"Davidson, NC",0.009434333873549194,0.0028518943795379226,"Davidson, NC",0.0012894866170864994,0.010580800041054772,,"Davidson, NC",0.009434333873549194,0.0012894866170864994,,"Davidson, NC",0.0028518943795379226,0.010580800041054772,,,,,,,,,,,,,,
108,"Davidson, TN",0.009972742422139413,0.012361667139988208,"Davidson, TN",0.006286486806419855,0.021842451215452918,,"Davidson, TN",0.009972742422139413,0.006286486806419855,,"Davidson, TN",0.012361667139988208,0.021842451215452918,,,,,,,,,,,,,,
109,"Davis, UT",0.025863776546288797,0.016766628331006173,"Davis, UT",-0.0022436089137433113,0.020722816741134853,,"Davis, UT",0.025863776546288797,-0.0022436089137433113,,"Davis, UT",0.016766628331006173,0.020722816741134853,,,,,,,,,,,,,,
110,"DeKalb, GA",0.0035224409718503935,0.011125538472633867,"DeKalb, GA",-0.011951453982362414,0.005773285567013398,,"DeKalb, GA",0.0035224409718503935,-0.011951453982362414,,"DeKalb, GA",0.011125538472633867,0.005773285567013398,,,,,,,,,,,,,,
111,"Delaware, OH",0.04419329040073028,0.019795255893673147,"Delaware, OH",0.033857517756870514,0.015042215543677795,,"Delaware, OH",0.04419329040073028,0.033857517756870514,,"Delaware, OH",0.019795255893673147,0.015042215543677795,,,,,,,,,,,,,,
112,"Delaware, PA",0.0013892923289826609,0.00128428070338793,"Delaware, PA",0.012178334575264849,0.013237261638435083,,"Delaware, PA",0.0013892923289826609,0.012178334575264849,,"Delaware, PA",0.00128428070338793,0.013237261638435083,,,,,,,,,,,,,,
113,"Denton, TX",0.04118440523340383,0.03218215486965681,"Denton, TX",0.01709815589851571,0.018165263133550935,,"Denton, TX",0.04118440523340383,0.01709815589851571,,"Denton, TX",0.03218215486965681,0.018165263133550935,,,,,,,,,,,,,,
114,"Denver, CO",0.007925121591751516,0.021715292376999873,"Denver, CO",-0.015786502538751357,0.014894593179963556,,"Denver, CO",0.007925121591751516,-0.015786502538751357,,"Denver, CO",0.021715292376999873,0.014894593179963556,,,,,,,,,,,,,,
115,"Deschutes, OR",0.03035168016145029,0.024867592816564477,"Deschutes, OR",-0.014120322095496296,0.032957441540445,,"Deschutes, OR",0.03035168016145029,-0.014120322095496296,,"Deschutes, OR",0.024867592816564477,0.032957441540445,,,,,,,,,,,,,,
116,"DeSoto, MS",0.040268925703862424,0.014829965306968118,"DeSoto, MS",-0.005536591730420093,0.015455194841395459,,"DeSoto, MS",0.040268925703862424,-0.005536591730420093,,"DeSoto, MS",0.014829965306968118,0.015455194841395459,,,,,,,,,,,,,,
117,District of Columbia,0.005779066322267656,0.018826576407022788,"District of Columbia, DC",0.018527747673890316,-0.003647410146795038,,District of Columbia,0.005779066322267656,0.018527747673890316,,District of Columbia,0.018826576407022788,-0.003647410146795038,,,,,,,,,,,,,,
118,"Doña Ana, NM",0.01955214494282953,0.004350770489557343,"Doña Ana, NM",0.01963674710840646,-0.00903166672730471,,"Doña Ana, NM",0.01955214494282953,0.01963674710840646,,"Doña Ana, NM",0.004350770489557343,-0.00903166672730471,,,,,,,,,,,,,,
119,"Dorchester, SC",0.03717248380124083,0.020049916857816763,"Dorchester, SC",-0.012822445838553964,0.002801176641598735,,"Dorchester, SC",0.03717248380124083,-0.012822445838553964,,"Dorchester, SC",0.020049916857816763,0.002801176641598735,,,,,,,,,,,,,,
120,"Douglas, CO",0.042813422858218875,0.022457851878576962,"Douglas, CO",0.02314878229326567,0.02276400057769945,,"Douglas, CO",0.042813422858218875,0.02314878229326567,,"Douglas, CO",0.022457851878576962,0.02276400057769945,,,,,,,,,,,,,,
121,"Douglas, GA",0.03687150561580688,0.011530283353627935,"Douglas, GA",-0.01690749881591458,0.01579103549943328,,"Douglas, GA",0.03687150561580688,-0.01690749881591458,,"Douglas, GA",0.011530283353627935,0.01579103549943328,,,,,,,,,,,,,,
122,"Douglas, NE",0.011435970758527425,0.011196291741068842,"Douglas, NE",0.011053975414206274,0.009015691342595167,,"Douglas, NE",0.011435970758527425,0.011053975414206274,,"Douglas, NE",0.011196291741068842,0.009015691342595167,,,,,,,,,,,,,,
123,"DuPage, IL",0.0007965294205256601,0.001430678594396495,"DuPage, IL",0.0060398787490809625,0.018794236484003246,,"DuPage, IL",0.0007965294205256601,0.0060398787490809625,,"DuPage, IL",0.001430678594396495,0.018794236484003246,,,,,,,,,,,,,,
124,"Durham, NC",0.019045575712035134,0.01951979902574097,"Durham, NC",0.05129059069126285,-0.002536254441194763,,"Durham, NC",0.019045575712035134,0.05129059069126285,,"Durham, NC",0.01951979902574097,-0.002536254441194763,,,,,,,,,,,,,,
125,"Dutchess, NY",0.004980389028960586,-0.001694845988955529,"Dutchess, NY",0.024066186672543788,0.008396652489941037,,"Dutchess, NY",0.004980389028960586,0.024066186672543788,,"Dutchess, NY",-0.001694845988955529,0.008396652489941037,,,,,,,,,,,,,,
126,"Duval, FL",0.010114257097739277,0.011716461356580554,"Duval, FL",7.470962384448221e-05,0.012645195462598346,,"Duval, FL",0.010114257097739277,7.470962384448221e-05,,"Duval, FL",0.011716461356580554,0.012645195462598346,,,,,,,,,,,,,,
127,"East Baton Rouge, LA",0.00756536654929052,0.00011259660268070348,"East Baton Rouge, LA",0.014349433193007632,0.01555699147193046,,"East Baton Rouge, LA",0.00756536654929052,0.014349433193007632,,"East Baton Rouge, LA",0.00011259660268070348,0.01555699147193046,,,,,,,,,,,,,,
128,"Ector, TX",0.014147332917306743,0.02119331647955236,"Ector, TX",0.042967578099122106,0.019532205741870978,,"Ector, TX",0.014147332917306743,0.042967578099122106,,"Ector, TX",0.02119331647955236,0.019532205741870978,,,,,,,,,,,,,,
129,"El Dorado, CA",0.013107388550798627,0.0064399696847312615,"El Dorado, CA",0.004900148090750456,0.024340961854233845,,"El Dorado, CA",0.013107388550798627,0.004900148090750456,,"El Dorado, CA",0.0064399696847312615,0.024340961854233845,,,,,,,,,,,,,,
130,"El Paso, CO",0.01758765307016752,0.016368500060963243,"El Paso, CO",0.0021339135711901935,0.00544768149296071,,"El Paso, CO",0.01758765307016752,0.0021339135711901935,,"El Paso, CO",0.016368500060963243,0.00544768149296071,,,,,,,,,,,,,,
131,"El Paso, TX",0.017223561307673885,0.005657668656354531,"El Paso, TX",0.00954444177044067,0.010699482455382325,,"El Paso, TX",0.017223561307673885,0.00954444177044067,,"El Paso, TX",0.005657668656354531,0.010699482455382325,,,,,,,,,,,,,,
132,"Elkhart, IN",0.007436268297307036,0.005048069068989136,"Elkhart, IN",0.00849901991247104,0.030814390478787423,,"Elkhart, IN",0.007436268297307036,0.00849901991247104,,"Elkhart, IN",0.005048069068989136,0.030814390478787423,,,,,,,,,,,,,,
133,"Ellis, TX",0.02996113037308734,0.02233489915341136,"Ellis, TX",-0.002439430473618942,0.005968094141019176,,"Ellis, TX",0.02996113037308734,-0.002439430473618942,,"Ellis, TX",0.02233489915341136,0.005968094141019176,,,,,,,,,,,,,,
134,"Erie, NY",-0.0032552572587697393,7.8312370981104e-05,"Erie, NY",0.023416023684759146,0.00942484894983342,,"Erie, NY",-0.0032552572587697393,0.023416023684759146,,"Erie, NY",7.8312370981104e-05,0.00942484894983342,,,,,,,,,,,,,,
135,"Erie, PA",5.937248177567689e-05,-0.0039429165205198125,"Erie, PA",0.007881707409833627,0.0069081659577121535,,"Erie, PA",5.937248177567689e-05,0.007881707409833627,,"Erie, PA",-0.0039429165205198125,0.0069081659577121535,,,,,,,,,,,,,,
136,"Escambia, FL",9.809641380109646e-05,0.0071557422396324455,"Escambia, FL",0.011441743891027478,0.004476030430026867,,"Escambia, FL",9.809641380109646e-05,0.011441743891027478,,"Escambia, FL",0.0071557422396324455,0.004476030430026867,,,,,,,,,,,,,,
137,"Essex, MA",0.0023026780646677736,0.0073787459780212394,"Essex, MA",0.020973802766270255,0.008956178576914109,,"Essex, MA",0.0023026780646677736,0.020973802766270255,,"Essex, MA",0.0073787459780212394,0.008956178576914109,,,,,,,,,,,,,,
138,"Essex, NJ",-0.0014420961020576994,0.00248211741430171,"Essex, NJ",0.009872114071978189,-0.00017185044056733378,,"Essex, NJ",-0.0014420961020576994,0.009872114071978189,,"Essex, NJ",0.00248211741430171,-0.00017185044056733378,,,,,,,,,,,,,,
139,"Fairfax, Fairfax City + Falls Church, VA*",0.010148317430233034,0.007489614535370448,"Fairfax, Fairfax City + Falls Church, VA*",0.022017998073754486,0.009135160793500186,,"Fairfax, Fairfax City + Falls Church, VA*",0.010148317430233034,0.022017998073754486,,"Fairfax, Fairfax City + Falls Church, VA*",0.007489614535370448,0.009135160793500186,,,,,,,,,,,,,,
140,"Fairfield, CT",0.003726598199389697,0.003292095169270093,"Fairfield, CT",0.0040861826295599535,-0.010851455131998367,,"Fairfield, CT",0.003726598199389697,0.0040861826295599535,,"Fairfield, CT",0.003292095169270093,-0.010851455131998367,,,,,,,,,,,,,,
141,"Fairfield, OH",0.016592971163340575,0.007795455463416312,"Fairfield, OH",-0.003043170208306023,0.01068315955214083,,"Fairfield, OH",0.016592971163340575,-0.003043170208306023,,"Fairfield, OH",0.007795455463416312,0.01068315955214083,,,,,,,,,,,,,,
142,"Fayette, KY",0.013119271282892031,0.01091506667188824,"Fayette, KY",0.0072433988178555175,0.010858162246512482,,"Fayette, KY",0.013119271282892031,0.0072433988178555175,,"Fayette, KY",0.01091506667188824,0.010858162246512482,,,,,,,,,,,,,,
143,"Fayette, PA",-0.007663286016839077,-0.005602905066773856,"Fayette, PA",0.039125277617799714,0.011560099578090899,,"Fayette, PA",-0.007663286016839077,0.039125277617799714,,"Fayette, PA",-0.005602905066773856,0.011560099578090899,,,,,,,,,,,,,,
144,"Florence, SC",0.00912278330559202,0.0009257900256582907,"Florence, SC",0.0009624811395947397,0.02625767488327546,,"Florence, SC",0.00912278330559202,0.0009624811395947397,,"Florence, SC",0.0009257900256582907,0.02625767488327546,,,,,,,,,,,,,,
145,"Forsyth, GA",0.05572728414767947,0.03713351327229075,"Forsyth, GA",0.0035565165661073372,0.0025039581119858934,,"Forsyth, GA",0.05572728414767947,0.0035565165661073372,,"Forsyth, GA",0.03713351327229075,0.0025039581119858934,,,,,,,,,,,,,,
146,"Forsyth, NC",0.013730420897099638,0.00953165580303672,"Forsyth, NC",-0.013104889625934368,-0.012516029252084282,,"Forsyth, NC",0.013730420897099638,-0.013104889625934368,,"Forsyth, NC",0.00953165580303672,-0.012516029252084282,,,,,,,,,,,,,,
147,"Fort Bend, TX",0.05147563193480553,0.03675365346458004,"Fort Bend, TX",-0.007570015511603523,0.0071765459204067295,,"Fort Bend, TX",0.05147563193480553,-0.007570015511603523,,"Fort Bend, TX",0.03675365346458004,0.0071765459204067295,,,,,,,,,,,,,,
148,"Franklin, OH",0.008270142138800951,0.01466311570772505,"Franklin, OH",-0.0036639394930494396,0.011207055921461873,,"Franklin, OH",0.008270142138800951,-0.0036639394930494396,,"Franklin, OH",0.01466311570772505,0.011207055921461873,,,,,,,,,,,,,,
149,"Franklin, PA",0.015440053896016215,0.0040446032917502706,"Franklin, PA",0.01153297786433205,0.007891808194478545,,"Franklin, PA",0.015440053896016215,0.01153297786433205,,"Franklin, PA",0.0040446032917502706,0.007891808194478545,,,,,,,,,,,,,,
150,"Frederick, MD",0.01639592193258399,0.011011303998070376,"Frederick, MD",0.019938338698589853,0.00486149875248465,,"Frederick, MD",0.01639592193258399,0.019938338698589853,,"Frederick, MD",0.011011303998070376,0.00486149875248465,,,,,,,,,,,,,,
151,"Fresno, CA",0.015298449025485494,0.008125223306043372,"Fresno, CA",0.012040037513996849,0.015362672122831045,,"Fresno, CA",0.015298449025485494,0.012040037513996849,,"Fresno, CA",0.008125223306043372,0.015362672122831045,,,,,,,,,,,,,,
152,"Fulton, GA",0.01352770597123687,0.015894588062061565,"Fulton, GA",-0.005743541229769944,0.02089882325790593,,"Fulton, GA",0.01352770597123687,-0.005743541229769944,,"Fulton, GA",0.015894588062061565,0.02089882325790593,,,,,,,,,,,,,,
153,"Galveston, TX",0.015564243279359902,0.018205967536924605,"Galveston, TX",-0.009763121013532827,-0.0161257337161822,,"Galveston, TX",0.015564243279359902,-0.009763121013532827,,"Galveston, TX",0.018205967536924605,-0.0161257337161822,,,,,,,,,,,,,,
154,"Gaston, NC",0.008244341685568202,0.009809703054099117,"Gaston, NC",0.01118461546102889,-0.009606025482323477,,"Gaston, NC",0.008244341685568202,0.01118461546102889,,"Gaston, NC",0.009809703054099117,-0.009606025482323477,,,,,,,,,,,,,,
155,"Genesee, MI",-0.003502461738019269,-0.005413552897149065,"Genesee, MI",-0.008039541232326974,0.014248026955087756,,"Genesee, MI",-0.003502461738019269,-0.008039541232326974,,"Genesee, MI",-0.005413552897149065,0.014248026955087756,,,,,,,,,,,,,,
156,"Gloucester, NJ",0.012330782367869553,0.001055065794183463,"Gloucester, NJ",-0.0008840771032252448,0.023244181189839175,,"Gloucester, NJ",0.012330782367869553,-0.0008840771032252448,,"Gloucester, NJ",0.001055065794183463,0.023244181189839175,,,,,,,,,,,,,,
157,"Grayson, TX",0.008323054633443627,0.012797975098765013,"Grayson, TX",0.016683398734991695,0.012596267068070821,,"Grayson, TX",0.008323054633443627,0.016683398734991695,,"Grayson, TX",0.012797975098765013,0.012596267068070821,,,,,,,,,,,,,,
158,"Greene, MO",0.013823169587838358,0.0073541297069119604,"Greene, MO",0.0006891830300264079,0.007323011691714454,,"Greene, MO",0.013823169587838358,0.0006891830300264079,,"Greene, MO",0.0073541297069119604,0.007323011691714454,,,,,,,,,,,,,,
159,"Greene, OH",0.00857302535128368,0.004868486347325396,"Greene, OH",0.016033271464612975,0.015684462117466325,,"Greene, OH",0.00857302535128368,0.016033271464612975,,"Greene, OH",0.004868486347325396,0.015684462117466325,,,,,,,,,,,,,,
160,"Greenville, SC",0.01792549411470601,0.016061340545284297,"Greenville, SC",-0.019575687707473977,0.01036670676360485,,"Greenville, SC",0.01792549411470601,-0.019575687707473977,,"Greenville, SC",0.016061340545284297,0.01036670676360485,,,,,,,,,,,,,,
161,"Guadalupe, TX",0.04066472764963347,0.026686360037921686,"Guadalupe, TX",-0.003201369453636582,0.11308551683763723,,"Guadalupe, TX",0.04066472764963347,-0.003201369453636582,,"Guadalupe, TX",0.026686360037921686,0.11308551683763723,,,,,,,,,,,,,,
162,"Guilford, NC",0.014949901362586449,0.01083470066780623,"Guilford, NC",-0.0036809333857860116,-0.007396928493681121,,"Guilford, NC",0.014949901362586449,-0.0036809333857860116,,"Guilford, NC",0.01083470066780623,-0.007396928493681121,,,,,,,,,,,,,,
163,"Gwinnett, GA",0.02986652983445115,0.017421643642091977,"Gwinnett, GA",-0.01706126428516519,0.014404341205177529,,"Gwinnett, GA",0.02986652983445115,-0.01706126428516519,,"Gwinnett, GA",0.017421643642091977,0.014404341205177529,,,,,,,,,,,,,,
164,"Hall, GA",0.02344383487006696,0.014582940248892173,"Hall, GA",-0.012653931423012632,0.016473155577556797,,"Hall, GA",0.02344383487006696,-0.012653931423012632,,"Hall, GA",0.014582940248892173,0.016473155577556797,,,,,,,,,,,,,,
165,"Hamilton, IN",0.03976682998688674,0.022385612285066303,"Hamilton, IN",-0.006380036752968277,0.016290646425058286,,"Hamilton, IN",0.03976682998688674,-0.006380036752968277,,"Hamilton, IN",0.022385612285066303,0.016290646425058286,,,,,,,,,,,,,,
166,"Hamilton, OH",-0.005138324257161875,0.0022294508944549207,"Hamilton, OH",0.004471038904833025,0.010694850809624956,,"Hamilton, OH",-0.005138324257161875,0.004471038904833025,,"Hamilton, OH",0.0022294508944549207,0.010694850809624956,,,,,,,,,,,,,,
167,"Hamilton, TN",0.009303812197731354,0.009696808774594334,"Hamilton, TN",0.004880603333712985,0.015361880727948307,,"Hamilton, TN",0.009303812197731354,0.004880603333712985,,"Hamilton, TN",0.009696808774594334,0.015361880727948307,,,,,,,,,,,,,,
168,"Hampden, MA",0.0018597904792265751,0.0016463571834339774,"Hampden, MA",0.001787210888487989,0.01097405893197867,,"Hampden, MA",0.0018597904792265751,0.001787210888487989,,"Hampden, MA",0.0016463571834339774,0.01097405893197867,,,,,,,,,,,,,,
169,"Hampshire, MA",0.0048597857997139116,0.001587777716171468,"Hampshire, MA",0.010905136144449656,0.014108161518218365,,"Hampshire, MA",0.0048597857997139116,0.010905136144449656,,"Hampshire, MA",0.001587777716171468,0.014108161518218365,,,,,,,,,,,,,,
170,"Hampton (Independent City), VA",-0.004813995106108804,-0.0027783308889381964,"Hampton (Independent City), VA",0.006088428216958652,-0.00433844734451716,,"Hampton (Independent City), VA",-0.004813995106108804,0.006088428216958652,,"Hampton (Independent City), VA",-0.0027783308889381964,-0.00433844734451716,,,,,,,,,,,,,,
171,"Harford, MD",0.010740985764375655,0.004377564812149348,"Harford, MD",0.026749683363763044,0.016540169976188235,,"Harford, MD",0.010740985764375655,0.026749683363763044,,"Harford, MD",0.004377564812149348,0.016540169976188235,,,,,,,,,,,,,,
172,"Harnett, NC",0.024399497238617673,0.018681348790657193,"Harnett, NC",-0.013667341632876417,-0.006999713634077587,,"Harnett, NC",0.024399497238617673,-0.013667341632876417,,"Harnett, NC",0.018681348790657193,-0.006999713634077587,,,,,,,,,,,,,,
173,"Harris, TX",0.0188836212923702,0.016938635760450627,"Harris, TX",0.008400876064014184,-0.0007919029170185832,,"Harris, TX",0.0188836212923702,0.008400876064014184,,"Harris, TX",0.016938635760450627,-0.0007919029170185832,,,,,,,,,,,,,,
174,"Harrison, MS",-0.0018013222309888333,0.01199487997934967,"Harrison, MS",0.016439761465918634,-0.02688775808369004,,"Harrison, MS",-0.0018013222309888333,0.016439761465918634,,"Harrison, MS",0.01199487997934967,-0.02688775808369004,,,,,,,,,,,,,,
175,"Hartford, CT",0.0041370247760688095,-0.0003535603299159584,"Hartford, CT",0.015954646091660418,0.003109469588339131,,"Hartford, CT",0.0041370247760688095,0.015954646091660418,,"Hartford, CT",-0.0003535603299159584,0.003109469588339131,,,,,,,,,,,,,,
176,"Hawaii, HI",0.022522114100500756,0.01016774845315882,"Hawaii, HI",0.007072096888121049,0.0130598260118171,,"Hawaii, HI",0.022522114100500756,0.007072096888121049,,"Hawaii, HI",0.01016774845315882,0.0130598260118171,,,,,,,,,,,,,,
177,"Hays, TX",0.04689576789943084,0.04362212355618733,"Hays, TX",-0.004047548993211358,0.01058328587171986,,"Hays, TX",0.04689576789943084,-0.004047548993211358,,"Hays, TX",0.04362212355618733,0.01058328587171986,,,,,,,,,,,,,,
178,"Hendricks, IN",0.03173940659767216,0.01702378109250069,"Hendricks, IN",0.007202487813071201,0.03615303336821163,,"Hendricks, IN",0.03173940659767216,0.007202487813071201,,"Hendricks, IN",0.01702378109250069,0.03615303336821163,,,,,,,,,,,,,,
179,"Hennepin, MN",0.00301152389521242,0.01096683939820875,"Hennepin, MN",0.00607257693175689,0.011641375237379625,,"Hennepin, MN",0.00301152389521242,0.00607257693175689,,"Hennepin, MN",0.01096683939820875,0.011641375237379625,,,,,,,,,,,,,,
180,"Henrico, VA",0.015439997105332948,0.008662743947446483,"Henrico, VA",0.0017399305428209555,0.018923204614439637,,"Henrico, VA",0.015439997105332948,0.0017399305428209555,,"Henrico, VA",0.008662743947446483,0.018923204614439637,,,,,,,,,,,,,,
181,"Henry, GA",0.05106745684267189,0.014552571247460788,"Henry, GA",-0.017479930914827024,0.014846138828758404,,"Henry, GA",0.05106745684267189,-0.017479930914827024,,"Henry, GA",0.014552571247460788,0.014846138828758404,,,,,,,,,,,,,,
182,"Hernando, FL",0.02865943672353577,0.012384982543985235,"Hernando, FL",-0.0011867904423389364,0.010044257728157646,,"Hernando, FL",0.02865943672353577,-0.0011867904423389364,,"Hernando, FL",0.012384982543985235,0.010044257728157646,,,,,,,,,,,,,,
183,"Hidalgo, TX",0.03137644108532811,0.013278642335811996,"Hidalgo, TX",-0.008699204542272021,0.011210343912117837,,"Hidalgo, TX",0.03137644108532811,-0.008699204542272021,,"Hidalgo, TX",0.013278642335811996,0.011210343912117837,,,,,,,,,,,,,,
184,"Hillsborough, FL",0.020412061714107033,0.01926207837761429,"Hillsborough, FL",0.0010115555398988452,0.0062661588170205285,,"Hillsborough, FL",0.020412061714107033,0.0010115555398988452,,"Hillsborough, FL",0.01926207837761429,0.0062661588170205285,,,,,,,,,,,,,,
185,"Hillsborough, NH",0.0038506978120569357,0.004358208179490841,"Hillsborough, NH",0.018841844704286403,0.017194566881765017,,"Hillsborough, NH",0.0038506978120569357,0.018841844704286403,,"Hillsborough, NH",0.004358208179490841,0.017194566881765017,,,,,,,,,,,,,,
186,"Hinds, MS",-0.0014437230659529732,-0.004464292517356805,"Hinds, MS",-0.0038357752396409595,-0.0007870209699278874,,"Hinds, MS",-0.0014437230659529732,-0.0038357752396409595,,"Hinds, MS",-0.004464292517356805,-0.0007870209699278874,,,,,,,,,,,,,,
187,"Honolulu, HI",0.008930730862388936,0.0030755589096898017,"Honolulu, HI",0.016047250833203464,0.012933394307817592,,"Honolulu, HI",0.008930730862388936,0.016047250833203464,,"Honolulu, HI",0.0030755589096898017,0.012933394307817592,,,,,,,,,,,,,,
188,"Horry, SC",0.03288408810669874,0.030672953378140022,"Horry, SC",-0.021739415609921875,-0.0011808551596806938,,"Horry, SC",0.03288408810669874,-0.021739415609921875,,"Horry, SC",0.030672953378140022,-0.0011808551596806938,,,,,,,,,,,,,,
189,"Houston, GA",0.02426143376329848,0.012514738618360388,"Houston, GA",0.002308927233396929,-0.006550328375412473,,"Houston, GA",0.02426143376329848,0.002308927233396929,,"Houston, GA",0.012514738618360388,-0.006550328375412473,,,,,,,,,,,,,,
190,"Howard, MD",0.013765890060294383,0.014240479250361426,"Howard, MD",0.020238320815233024,0.00869107543828651,,"Howard, MD",0.013765890060294383,0.020238320815233024,,"Howard, MD",0.014240479250361426,0.00869107543828651,,,,,,,,,,,,,,
191,"Hudson, NJ",0.003378514305968361,0.007737327439836461,"Hudson, NJ",0.01858626222343074,0.010415615196304184,,"Hudson, NJ",0.003378514305968361,0.01858626222343074,,"Hudson, NJ",0.007737327439836461,0.010415615196304184,,,,,,,,,,,,,,
192,"Humboldt, CA",0.006353606109916976,0.0012656753121360609,"Humboldt, CA",0.013933229751664777,0.018423312640917455,,"Humboldt, CA",0.006353606109916976,0.013933229751664777,,"Humboldt, CA",0.0012656753121360609,0.018423312640917455,,,,,,,,,,,,,,
193,"Imperial, CA",0.021955940806317242,0.004989124467470685,"Imperial, CA",0.01462490364435931,0.012287575295645059,,"Imperial, CA",0.021955940806317242,0.01462490364435931,,"Imperial, CA",0.004989124467470685,0.012287575295645059,,,,,,,,,,,,,,
194,"Indian River, FL",0.020239117053042044,0.01633830451654461,"Indian River, FL",-0.004225829899437983,0.0070872717774379534,,"Indian River, FL",0.020239117053042044,-0.004225829899437983,,"Indian River, FL",0.01633830451654461,0.0070872717774379534,,,,,,,,,,,,,,
195,"Ingham, MI",2.7668279465320467e-06,0.005077169925773672,"Ingham, MI",-0.010425290622017247,-0.0009401966051776345,,"Ingham, MI",2.7668279465320467e-06,-0.010425290622017247,,"Ingham, MI",0.005077169925773672,-0.0009401966051776345,,,,,,,,,,,,,,
196,"Iredell, NC",0.025709986532009843,0.013908539414372978,"Iredell, NC",-0.005226423632932131,0.009710389039353728,,"Iredell, NC",0.025709986532009843,-0.005226423632932131,,"Iredell, NC",0.013908539414372978,0.009710389039353728,,,,,,,,,,,,,,
197,"Jackson, MI",0.0002452479862768975,-0.0010200276202392278,"Jackson, MI",-0.0004456304088311658,0.019599066691319056,,"Jackson, MI",0.0002452479862768975,-0.0004456304088311658,,"Jackson, MI",-0.0010200276202392278,0.019599066691319056,,,,,,,,,,,,,,
198,"Jackson, MO",0.0029766027521571647,0.004644112392415245,"Jackson, MO",-0.002340675176245033,0.005116430394548566,,"Jackson, MO",0.0029766027521571647,-0.002340675176245033,,"Jackson, MO",0.004644112392415245,0.005116430394548566,,,,,,,,,,,,,,
199,"Jackson, MS",0.005231439044838693,0.003374657048473173,"Jackson, MS",0.0340154609028811,0.0016367149002665116,,"Jackson, MS",0.005231439044838693,0.0340154609028811,,"Jackson, MS",0.003374657048473173,0.0016367149002665116,,,,,,,,,,,,,,
200,"Jackson, OR",0.011269201310796673,0.009639861180446685,"Jackson, OR",0.0034921996866745797,0.013206928118605354,,"Jackson, OR",0.011269201310796673,0.0034921996866745797,,"Jackson, OR",0.009639861180446685,0.013206928118605354,,,,,,,,,,,,,,
201,"Jefferson, AL",-0.0003436355271075886,0.0002167287370251625,"Jefferson, AL",0.0016978612394784598,0.0111870215437051,,"Jefferson, AL",-0.0003436355271075886,0.0016978612394784598,,"Jefferson, AL",0.0002167287370251625,0.0111870215437051,,,,,,,,,,,,,,
202,"Jefferson, CO*",0.0010803599101325556,0.010000575046696714,"Jefferson, CO*",0.0014371954707843582,0.01571872591352519,,"Jefferson, CO*",0.0010803599101325556,0.0014371954707843582,,"Jefferson, CO*",0.010000575046696714,0.01571872591352519,,,,,,,,,,,,,,
203,"Jefferson, KY",0.00695777373365325,0.00471672536516321,"Jefferson, KY",0.0008580098704551453,0.011927039216300228,,"Jefferson, KY",0.00695777373365325,0.0008580098704551453,,"Jefferson, KY",0.00471672536516321,0.011927039216300228,,,,,,,,,,,,,,
